gene	log2FC	z	p	q_BH	mean_eco_log2tpm	mean_rest_log2tpm	n_eco	n_rest
CD4	1.5943134818339701	11.193381164864796	0.0	0.0	4.6115459116192845	3.0172324297853144	111	238
SSR3	1.2303050239555917	8.430209212762657	0.0	0.0	6.499021675061598	5.268716651106006	111	238
NLRP12	0.39913349916963825	8.786784278113295	0.0	0.0	0.5286872851149298	0.12955378594529157	111	238
HPGDS	1.7167312645786477	9.967013567900066	0.0	0.0	3.395060468244396	1.6783292036657484	111	238
FCGR2B	1.4020235097259381	8.40058955877187	0.0	0.0	2.61876037167763	1.2167368619516918	111	238
PRF1	1.1734057865924492	10.013151875078025	0.0	0.0	1.8463280693973987	0.6729222828049494	111	238
TRIM34	1.2276707781321472	10.156693275187227	0.0	0.0	2.6304370941267634	1.4027663159946162	111	238
FUCA1	1.3209010874778118	10.46314277224576	0.0	0.0	3.9101048711048514	2.5892037836270396	111	238
TRAC	1.6798035056343623	11.206482165668413	0.0	0.0	2.642521659638127	0.9627181540037648	111	238
PTPN7	1.215083343135381	11.765837939109828	0.0	0.0	2.123141558092272	0.9080582149568911	111	238
ZBP1	0.7241084144742489	9.582527674750418	0.0	0.0	1.0796548031660727	0.35554638869182376	111	238
CFD	1.214767674132474	8.689950793912642	0.0	0.0	2.24193059837305	1.0271629242405762	111	238
SELL	1.764473091379703	11.351732391969392	0.0	0.0	3.228456377882137	1.463983286502434	111	238
C1orf162	1.8773844105180832	11.695206456516411	0.0	0.0	4.586799889608438	2.7094154790903544	111	238
FCGRT	1.5984355672123671	10.770161878034887	0.0	0.0	6.904261660782696	5.305826093570329	111	238
LGALS3	2.039949296581331	9.20373786890669	0.0	0.0	7.1821250684963704	5.142175771915039	111	238
CMPK2	1.271540996442427	9.015766987811308	0.0	0.0	3.0246592581444203	1.7531182617019934	111	238
KLHL6	0.9147353042524339	9.746005380430342	0.0	0.0	1.8509307674047313	0.9361954631522974	111	238
TNFRSF10A	0.8559025590616564	9.627526764467191	0.0	0.0	1.5542064616889775	0.6983039026273211	111	238
GZMB	0.9005809239469563	9.972140046475396	0.0	0.0	1.265437618659342	0.3648566947123856	111	238
